0	0	0	0	0	0
256	0	0	191	10	4
512	0	0	381	20	8
768	0	0	569	30	12
1024	0	0	750	39	16
1280	0	0	936	49	20
1536	0	0	1119	59	24
1792	0	0	1303	69	29
2048	0	0	1484	79	32
2303	0	0	1658	89	37
2559	0	0	1838	99	41
2815	0	0	2022	109	45
3071	0	0	2211	119	49
3327	0	0	2389	129	53
3583	0	0	2567	139	57
3839	0	0	2747	149	63
4095	0	0	2922	158	66
0	256	0	46	222	22
256	256	0	234	231	25
512	256	0	427	241	30
768	256	0	615	251	34
1024	256	0	798	262	39
1280	256	0	986	272	43
1536	256	0	1169	282	48
1792	256	0	1352	292	51
2048	256	0	1533	302	56
2303	256	0	1706	313	60
2559	256	0	1888	324	65
2815	256	0	2073	335	69
3071	256	0	2261	345	74
3327	256	0	2436	355	78
3583	256	0	2617	366	83
3839	256	0	2796	376	88
4095	256	0	2971	387	92
0	512	0	91	454	43
256	512	0	280	464	48
512	512	0	473	473	52
768	512	0	659	483	58
1024	512	0	845	493	61
1280	512	0	1031	503	67
1536	512	0	1214	514	71
1792	512	0	1398	524	76
2048	512	0	1577	533	79
2303	512	0	1749	544	85
2559	512	0	1934	554	88
2815	512	0	2121	565	94
3071	512	0	2306	575	98
3327	512	0	2481	585	103
3583	512	0	2663	595	107
3839	512	0	2840	606	113
4095	512	0	3020	616	117
0	768	0	136	682	67
256	768	0	327	691	71
512	768	0	521	701	76
768	768	0	704	711	79
1024	768	0	891	720	84
1280	768	0	1076	730	91
1536	768	0	1260	741	95
1792	768	0	1444	751	99
2048	768	0	1620	762	105
2303	768	0	1795	774	109
2559	768	0	1979	784	114
2815	768	0	2168	794	118
3071	768	0	2349	805	123
3327	768	0	2526	816	128
3583	768	0	2708	827	133
3839	768	0	2885	837	138
4095	768	0	3068	847	143
0	1024	0	182	914	89
256	1024	0	374	924	95
512	1024	0	565	935	99
768	1024	0	749	945	104
1024	1024	0	939	955	107
1280	1024	0	1123	966	113
1536	1024	0	1307	975	119
1792	1024	0	1489	985	124
2048	1024	0	1662	997	128
2303	1024	0	1840	1008	134
2559	1024	0	2025	1019	138
2815	1024	0	2216	1029	143
3071	1024	0	2392	1038	147
3327	1024	0	2571	1049	153
3583	1024	0	2753	1060	158
3839	1024	0	2931	1070	164
4095	1024	0	3115	1081	168
0	1280	0	228	1147	114
256	1280	0	421	1157	118
512	1280	0	610	1167	123
768	1280	0	796	1177	127
1024	1280	0	985	1187	132
1280	1280	0	1169	1198	136
1536	1280	0	1353	1208	142
1792	1280	0	1534	1218	147
2048	1280	0	1704	1229	152
2303	1280	0	1885	1241	157
2559	1280	0	2071	1251	163
2815	1280	0	2261	1262	167
3071	1280	0	2435	1272	172
3327	1280	0	2616	1283	177
3583	1280	0	2796	1293	184
3839	1280	0	2975	1303	189
4095	1280	0	3160	1314	194
0	1536	0	274	1379	137
256	1536	0	469	1389	142
512	1536	0	656	1399	146
768	1536	0	842	1409	151
1024	1536	0	1029	1418	156
1280	1536	0	1215	1429	161
1536	1536	0	1398	1440	165
1792	1536	0	1576	1450	170
2048	1536	0	1746	1462	174
2303	1536	0	1929	1473	180
2559	1536	0	2117	1483	185
2815	1536	0	2301	1493	192
3071	1536	0	2477	1504	195
3327	1536	0	2658	1515	201
3583	1536	0	2837	1525	208
3839	1536	0	3018	1535	214
4095	1536	0	3205	1544	218
0	1792	0	321	1608	161
256	1792	0	515	1618	164
512	1792	0	700	1628	169
768	1792	0	886	1638	174
1024	1792	0	1073	1648	180
1280	1792	0	1258	1658	183
1536	1792	0	1441	1667	189
1792	1792	0	1617	1678	192
2048	1792	0	1789	1690	197
2303	1792	0	1972	1701	201
2559	1792	0	2162	1712	210
2815	1792	0	2344	1722	214
3071	1792	0	2521	1732	221
3327	1792	0	2702	1744	225
3583	1792	0	2880	1755	232
3839	1792	0	3063	1765	236
4095	1792	0	3248	1776	242
0	2048	0	369	1845	183
256	2048	0	561	1855	188
512	2048	0	745	1865	192
768	2048	0	933	1876	197
1024	2048	0	1120	1887	202
1280	2048	0	1304	1898	206
1536	2048	0	1489	1908	210
1792	2048	0	1660	1920	216
2048	2048	0	1835	1932	220
2303	2048	0	2020	1943	227
2559	2048	0	2210	1954	230
2815	2048	0	2387	1966	241
3071	2048	0	2566	1978	248
3327	2048	0	2748	1990	254
3583	2048	0	2927	2000	258
3839	2048	0	3113	2011	262
4095	2048	0	3292	2022	267
0	2303	0	416	2095	208
256	2303	0	607	2106	212
512	2303	0	791	2117	217
768	2303	0	981	2128	221
1024	2303	0	1167	2139	226
1280	2303	0	1351	2150	231
1536	2303	0	1534	2162	237
1792	2303	0	1700	2176	241
2048	2303	0	1881	2188	246
2303	2303	0	2066	2200	253
2559	2303	0	2254	2211	256
2815	2303	0	2431	2223	260
3071	2303	0	2612	2234	269
3327	2303	0	2794	2245	278
3583	2303	0	2970	2256	283
3839	2303	0	3160	2265	287
4095	2303	0	3333	2276	294
0	2559	0	464	2342	233
256	2559	0	652	2352	237
512	2559	0	838	2362	242
768	2559	0	1028	2372	248
1024	2559	0	1213	2383	252
1280	2559	0	1398	2393	257
1536	2559	0	1576	2403	260
1792	2559	0	1741	2416	265
2048	2559	0	1925	2427	271
2303	2559	0	2110	2439	276
2559	2559	0	2296	2449	282
2815	2559	0	2474	2460	287
3071	2559	0	2656	2470	295
3327	2559	0	2837	2480	302
3583	2559	0	3018	2490	309
3839	2559	0	3209	2501	313
4095	2559	0	3375	2513	322
0	2815	0	512	2581	258
256	2815	0	698	2592	262
512	2815	0	886	2601	266
768	2815	0	1074	2612	273
1024	2815	0	1261	2623	276
1280	2815	0	1446	2634	282
1536	2815	0	1619	2646	285
1792	2815	0	1787	2660	292
2048	2815	0	1973	2670	296
2303	2815	0	2159	2682	304
2559	2815	0	2342	2693	311
2815	2815	0	2519	2704	316
3071	2815	0	2704	2715	325
3327	2815	0	2884	2726	330
3583	2815	0	3067	2736	334
3839	2815	0	3254	2746	342
4095	2815	0	3417	2758	346
0	3071	0	559	2824	283
256	3071	0	745	2834	286
512	3071	0	934	2844	292
768	3071	0	1121	2855	297
1024	3071	0	1307	2864	302
1280	3071	0	1494	2874	306
1536	3071	0	1660	2888	313
1792	3071	0	1834	2901	322
2048	3071	0	2020	2912	328
2303	3071	0	2206	2923	330
2559	3071	0	2387	2933	336
2815	3071	0	2568	2944	342
3071	3071	0	2753	2955	348
3327	3071	0	2932	2965	355
3583	3071	0	3117	2975	359
3839	3071	0	3296	2987	362
4095	3071	0	3460	2998	367
0	3327	0	605	3062	304
256	3327	0	791	3071	308
512	3327	0	983	3081	313
768	3327	0	1168	3091	319
1024	3327	0	1354	3102	323
1280	3327	0	1539	3112	328
1536	3327	0	1702	3125	333
1792	3327	0	1882	3137	339
2048	3327	0	2068	3148	344
2303	3327	0	2255	3160	351
2559	3327	0	2434	3170	354
2815	3327	0	2615	3181	361
3071	3327	0	2798	3191	368
3327	3327	0	2979	3200	374
3583	3327	0	3165	3211	377
3839	3327	0	3338	3222	384
4095	3327	0	3505	3234	391
0	3583	0	652	3304	327
256	3583	0	840	3315	331
512	3583	0	1030	3326	337
768	3583	0	1216	3337	340
1024	3583	0	1402	3349	346
1280	3583	0	1580	3361	350
1536	3583	0	1744	3377	355
1792	3583	0	1927	3389	362
2048	3583	0	2115	3401	369
2303	3583	0	2300	3413	373
2559	3583	0	2478	3424	377
2815	3583	0	2662	3436	382
3071	3583	0	2844	3448	390
3327	3583	0	3026	3459	395
3583	3583	0	3212	3470	400
3839	3583	0	3381	3482	406
4095	3583	0	3553	3495	413
0	3839	0	698	3567	352
256	3839	0	888	3578	357
512	3839	0	1076	3589	361
768	3839	0	1265	3600	366
1024	3839	0	1449	3610	369
1280	3839	0	1621	3623	374
1536	3839	0	1789	3637	379
1792	3839	0	1974	3649	385
2048	3839	0	2162	3662	390
2303	3839	0	2345	3673	396
2559	3839	0	2523	3683	402
2815	3839	0	2708	3695	407
3071	3839	0	2890	3705	413
3327	3839	0	3073	3716	419
3583	3839	0	3257	3728	423
3839	3839	0	3423	3741	429
4095	3839	0	3596	3752	435
0	4095	0	744	3825	373
256	4095	0	936	3836	376
512	4095	0	1125	3848	381
768	4095	0	1314	3861	386
1024	4095	0	1496	3873	391
1280	4095	0	1664	3889	395
1536	4095	0	1835	3902	401
1792	4095	0	2022	3916	407
2048	4095	0	2211	3929	411
2303	4095	0	2390	3941	417
2559	4095	0	2571	3954	425
2815	4095	0	2756	3967	433
3071	4095	0	2939	3977	438
3327	4095	0	3124	3989	442
3583	4095	0	3303	4002	447
3839	4095	0	3469	4016	452
4095	4095	0	3645	4029	460
0	0	256	8	4	238
256	0	256	196	14	241
512	0	256	386	24	245
768	0	256	573	33	249
1024	0	256	754	43	252
1280	0	256	939	52	258
1536	0	256	1120	62	264
1792	0	256	1302	73	270
2048	0	256	1483	82	292
2303	0	256	1655	92	298
2559	0	256	1834	102	302
2815	0	256	2017	112	307
3071	0	256	2204	122	310
3327	0	256	2380	132	314
3583	0	256	2558	142	319
3839	0	256	2736	152	325
4095	0	256	2912	162	329
0	256	256	51	225	242
256	256	256	234	233	281
512	256	256	427	243	290
768	256	256	613	253	292
1024	256	256	797	264	296
1280	256	256	984	273	302
1536	256	256	1166	284	307
1792	256	256	1348	295	310
2048	256	256	1528	305	314
2303	256	256	1700	316	319
2559	256	256	1881	327	324
2815	256	256	2067	337	329
3071	256	256	2252	348	335
3327	256	256	2427	359	338
3583	256	256	2608	369	344
3839	256	256	2786	380	350
4095	256	256	2962	391	355
0	512	256	95	456	299
256	512	256	280	465	304
512	512	256	472	475	307
768	512	256	657	486	313
1024	512	256	843	496	317
1280	512	256	1029	506	324
1536	512	256	1212	517	329
1792	512	256	1394	526	332
2048	512	256	1572	536	336
2303	512	256	1744	547	341
2559	512	256	1927	558	346
2815	512	256	2115	569	351
3071	512	256	2297	579	355
3327	512	256	2473	589	363
3583	512	256	2655	599	367
3839	512	256	2834	609	373
4095	512	256	3014	619	377
0	768	256	140	685	321
256	768	256	328	694	325
512	768	256	520	704	329
768	768	256	704	713	330
1024	768	256	890	723	341
1280	768	256	1076	733	345
1536	768	256	1259	744	350
1792	768	256	1441	755	352
2048	768	256	1617	766	357
2303	768	256	1790	777	362
2559	768	256	1974	788	368
2815	768	256	2162	799	372
3071	768	256	2342	810	378
3327	768	256	2520	820	383
3583	768	256	2701	832	389
3839	768	256	2879	841	395
4095	768	256	3061	851	401
0	1024	256	185	918	342
256	1024	256	375	927	347
512	1024	256	566	938	350
768	1024	256	750	948	355
1024	1024	256	937	958	357
1280	1024	256	1122	968	363
1536	1024	256	1304	979	370
1792	1024	256	1488	989	374
2048	1024	256	1658	1001	379
2303	1024	256	1835	1013	385
2559	1024	256	2021	1024	389
2815	1024	256	2209	1032	395
3071	1024	256	2387	1043	400
3327	1024	256	2566	1054	406
3583	1024	256	2746	1065	413
3839	1024	256	2924	1075	418
4095	1024	256	3109	1085	422
0	1280	256	231	1150	364
256	1280	256	423	1160	367
512	1280	256	612	1170	372
768	1280	256	797	1180	376
1024	1280	256	985	1190	380
1280	1280	256	1170	1201	384
1536	1280	256	1353	1212	389
1792	1280	256	1534	1221	395
2048	1280	256	1703	1233	401
2303	1280	256	1883	1245	406
2559	1280	256	2069	1256	412
2815	1280	256	2257	1267	417
3071	1280	256	2432	1277	422
3327	1280	256	2612	1287	429
3583	1280	256	2792	1298	436
3839	1280	256	2972	1308	440
4095	1280	256	3159	1318	445
0	1536	256	278	1382	383
256	1536	256	472	1393	388
512	1536	256	659	1403	392
768	1536	256	844	1412	397
1024	1536	256	1031	1422	400
1280	1536	256	1217	1433	405
1536	1536	256	1401	1443	408
1792	1536	256	1578	1454	413
2048	1536	256	1746	1467	420
2303	1536	256	1929	1477	425
2559	1536	256	2116	1487	432
2815	1536	256	2300	1498	439
3071	1536	256	2476	1508	443
3327	1536	256	2656	1519	450
3583	1536	256	2836	1530	456
3839	1536	256	3017	1538	462
4095	1536	256	3205	1548	465
0	1792	256	325	1611	404
256	1792	256	519	1621	409
512	1792	256	704	1631	411
768	1792	256	891	1641	415
1024	1792	256	1077	1651	420
1280	1792	256	1261	1661	423
1536	1792	256	1445	1671	429
1792	1792	256	1617	1682	432
2048	1792	256	1789	1694	440
2303	1792	256	1973	1705	444
2559	1792	256	2160	1716	454
2815	1792	256	2342	1726	461
3071	1792	256	2519	1737	467
3327	1792	256	2702	1749	472
3583	1792	256	2881	1759	479
