0	0	0	0	0	0
256	0	0	233	3	0
512	0	0	467	7	0
768	0	0	690	12	0
1024	0	0	915	16	0
1280	0	0	1141	20	0
1536	0	0	1363	24	0
1792	0	0	1578	29	0
2048	0	0	1798	33	0
2303	0	0	2026	37	0
2559	0	0	2247	41	0
2815	0	0	2464	46	0
3071	0	0	2683	50	0
3327	0	0	2900	54	0
3583	0	0	3121	59	0
3839	0	0	3325	63	0
4095	0	0	3547	67	0
0	256	0	0	227	3
256	256	0	234	230	4
512	256	0	471	233	3
768	256	0	696	237	3
1024	256	0	925	241	3
1280	256	0	1151	245	3
1536	256	0	1376	249	3
1792	256	0	1591	253	3
2048	256	0	1811	258	2
2303	256	0	2038	262	2
2559	256	0	2261	266	2
2815	256	0	2479	270	2
3071	256	0	2697	275	3
3327	256	0	2917	278	2
3583	256	0	3141	282	1
3839	256	0	3342	287	1
4095	256	0	3563	292	3
0	512	0	0	465	7
256	512	0	235	468	7
512	512	0	474	471	7
768	512	0	700	475	8
1024	512	0	930	478	8
1280	512	0	1155	482	7
1536	512	0	1381	486	7
1792	512	0	1596	490	8
2048	512	0	1816	495	7
2303	512	0	2045	499	7
2559	512	0	2268	503	8
2815	512	0	2486	507	8
3071	512	0	2706	512	7
3327	512	0	2925	516	7
3583	512	0	3149	519	5
3839	512	0	3351	525	8
4095	512	0	3575	528	9
0	768	0	0	697	11
256	768	0	238	700	13
512	768	0	478	703	13
768	768	0	703	707	12
1024	768	0	933	710	12
1280	768	0	1160	715	13
1536	768	0	1386	718	12
1792	768	0	1601	723	13
2048	768	0	1820	727	12
2303	768	0	2049	731	13
2559	768	0	2272	735	13
2815	768	0	2489	740	12
3071	768	0	2709	745	13
3327	768	0	2928	748	12
3583	768	0	3150	753	13
3839	768	0	3353	758	14
4095	768	0	3574	762	13
0	1024	0	1	937	15
256	1024	0	240	940	17
512	1024	0	479	943	17
768	1024	0	707	947	18
1024	1024	0	939	950	19
1280	1024	0	1167	954	18
1536	1024	0	1392	958	19
1792	1024	0	1605	962	19
2048	1024	0	1825	967	20
2303	1024	0	2057	971	19
2559	1024	0	2279	975	18
2815	1024	0	2495	980	19
3071	1024	0	2718	984	19
3327	1024	0	2938	988	18
3583	1024	0	3160	992	19
3839	1024	0	3363	997	20
4095	1024	0	3586	1001	21
0	1280	0	3	1176	19
256	1280	0	245	1179	21
512	1280	0	483	1183	21
768	1280	0	712	1186	22
1024	1280	0	944	1189	22
1280	1280	0	1170	1194	22
1536	1280	0	1396	1197	22
1792	1280	0	1609	1202	23
2048	1280	0	1828	1207	24
2303	1280	0	2060	1211	23
2559	1280	0	2284	1215	24
2815	1280	0	2502	1220	24
3071	1280	0	2724	1224	25
3327	1280	0	2945	1227	23
3583	1280	0	3167	1232	23
3839	1280	0	3373	1236	26
4095	1280	0	3593	1241	26
0	1536	0	5	1413	23
256	1536	0	247	1417	26
512	1536	0	487	1420	26
768	1536	0	715	1423	26
1024	1536	0	946	1427	28
1280	1536	0	1175	1431	28
1536	1536	0	1401	1434	27
1792	1536	0	1615	1439	28
2048	1536	0	1834	1444	28
2303	1536	0	2061	1449	28
2559	1536	0	2283	1453	29
2815	1536	0	2501	1458	28
3071	1536	0	2723	1462	30
3327	1536	0	2945	1465	28
3583	1536	0	3168	1470	29
3839	1536	0	3373	1475	32
4095	1536	0	3596	1479	32
0	1792	0	7	1646	27
256	1792	0	249	1649	30
512	1792	0	488	1652	29
768	1792	0	717	1656	30
1024	1792	0	948	1659	30
1280	1792	0	1177	1663	31
1536	1792	0	1403	1666	31
1792	1792	0	1617	1671	31
2048	1792	0	1834	1677	32
2303	1792	0	2063	1681	31
2559	1792	0	2288	1685	31
2815	1792	0	2506	1689	32
3071	1792	0	2727	1693	33
3327	1792	0	2948	1697	33
3583	1792	0	3174	1700	32
3839	1792	0	3375	1706	34
4095	1792	0	3597	1710	32
0	2048	0	9	1895	31
256	2048	0	252	1899	33
512	2048	0	493	1902	33
768	2048	0	721	1905	34
1024	2048	0	953	1908	34
1280	2048	0	1182	1912	36
1536	2048	0	1407	1916	34
1792	2048	0	1619	1921	35
2048	2048	0	1838	1926	36
2303	2048	0	2069	1930	36
2559	2048	0	2294	1934	37
2815	2048	0	2512	1938	37
3071	2048	0	2732	1943	38
3327	2048	0	2954	1947	36
3583	2048	0	3177	1951	38
3839	2048	0	3382	1955	39
4095	2048	0	3604	1960	40
0	2303	0	11	2160	34
256	2303	0	253	2164	37
512	2303	0	495	2167	38
768	2303	0	723	2170	37
1024	2303	0	955	2173	39
1280	2303	0	1183	2177	38
1536	2303	0	1411	2181	39
1792	2303	0	1624	2186	40
2048	2303	0	1843	2191	40
2303	2303	0	2074	2195	40
2559	2303	0	2299	2199	40
2815	2303	0	2517	2203	41
3071	2303	0	2737	2208	39
3327	2303	0	2957	2211	42
3583	2303	0	3182	2215	38
3839	2303	0	3386	2220	42
4095	2303	0	3610	2224	42
0	2559	0	13	2400	38
256	2559	0	257	2404	41
512	2559	0	500	2407	42
768	2559	0	728	2410	43
1024	2559	0	958	2413	43
1280	2559	0	1190	2417	43
1536	2559	0	1418	2420	43
1792	2559	0	1629	2426	43
2048	2559	0	1847	2431	45
2303	2559	0	2074	2436	43
2559	2559	0	2298	2440	46
2815	2559	0	2518	2444	45
3071	2559	0	2742	2448	46
3327	2559	0	2964	2451	46
3583	2559	0	3187	2455	47
3839	2559	0	3391	2460	48
4095	2559	0	3616	2464	49
0	2815	0	15	2652	42
256	2815	0	261	2656	48
512	2815	0	503	2659	46
768	2815	0	734	2662	48
1024	2815	0	967	2665	48
1280	2815	0	1197	2668	49
1536	2815	0	1423	2672	48
1792	2815	0	1633	2678	49
2048	2815	0	1851	2683	52
2303	2815	0	2081	2688	49
2559	2815	0	2306	2692	52
2815	2815	0	2527	2695	51
3071	2815	0	2749	2700	52
3327	2815	0	2971	2703	50
3583	2815	0	3196	2707	52
3839	2815	0	3401	2712	55
4095	2815	0	3624	2716	55
0	3071	0	18	2896	45
256	3071	0	264	2900	51
512	3071	0	507	2903	51
768	3071	0	739	2906	53
1024	3071	0	974	2909	54
1280	3071	0	1203	2913	54
1536	3071	0	1430	2916	55
1792	3071	0	1641	2922	55
2048	3071	0	1858	2927	56
2303	3071	0	2086	2932	56
2559	3071	0	2310	2936	57
2815	3071	0	2530	2940	56
3071	3071	0	2755	2944	59
3327	3071	0	2980	2947	59
3583	3071	0	3203	2952	60
3839	3071	0	3407	2957	61
