0	0	0	0	0	0
256	0	0	203	11	4
512	0	0	406	21	8
768	0	0	605	32	12
1024	0	0	800	42	17
1280	0	0	998	53	21
1536	0	0	1194	63	25
1792	0	0	1389	74	30
2048	0	0	1579	84	34
2303	0	0	1765	95	40
2559	0	0	1961	106	43
2815	0	0	2161	116	48
3071	0	0	2354	127	52
3327	0	0	2543	137	57
3583	0	0	2735	148	61
3839	0	0	2923	158	66
4095	0	0	3121	168	71
0	256	0	46	222	22
256	256	0	247	232	25
512	256	0	452	242	30
768	256	0	650	253	35
1024	256	0	849	264	39
1280	256	0	1048	275	44
1536	256	0	1243	286	49
1792	256	0	1438	297	53
2048	256	0	1627	308	58
2303	256	0	1815	319	63
2559	256	0	2012	331	67
2815	256	0	2211	342	73
3071	256	0	2402	353	76
3327	256	0	2593	364	82
3583	256	0	2784	375	88
3839	256	0	2971	386	92
4095	256	0	3174	396	96
0	512	0	91	453	43
256	512	0	293	464	48
512	512	0	499	474	53
768	512	0	696	485	58
1024	512	0	895	495	63
1280	512	0	1094	506	68
1536	512	0	1288	518	72
1792	512	0	1484	527	76
2048	512	0	1670	539	82
2303	512	0	1861	550	87
2559	512	0	2058	561	91
2815	512	0	2258	572	97
3071	512	0	2446	583	102
3327	512	0	2639	593	107
3583	512	0	2829	605	112
3839	512	0	3020	616	117
4095	512	0	3219	626	121
0	768	0	136	681	67
256	768	0	340	691	71
512	768	0	545	701	76
768	768	0	741	712	80
1024	768	0	941	722	88
1280	768	0	1138	733	92
1536	768	0	1335	745	97
1792	768	0	1530	755	102
2048	768	0	1713	768	106
2303	768	0	1907	779	112
2559	768	0	2105	791	117
2815	768	0	2302	801	122
3071	768	0	2489	813	126
3327	768	0	2683	824	132
3583	768	0	2874	835	138
3839	768	0	3068	847	143
4095	768	0	3261	858	146
0	1024	0	182	913	89
256	1024	0	386	924	95
512	1024	0	590	935	100
768	1024	0	787	946	104
1024	1024	0	989	957	109
1280	1024	0	1185	968	114
1536	1024	0	1380	979	122
1792	1024	0	1572	990	126
2048	1024	0	1754	1002	132
2303	1024	0	1951	1013	137
2559	1024	0	2153	1025	141
2815	1024	0	2346	1035	146
3071	1024	0	2534	1047	152
3327	1024	0	2729	1059	157
3583	1024	0	2919	1069	162
3839	1024	0	3116	1081	168
4095	1024	0	3304	1092	172
0	1280	0	228	1146	114
256	1280	0	434	1157	118
512	1280	0	635	1167	123
768	1280	0	834	1179	129
1024	1280	0	1035	1190	134
